,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
LOC114599406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599403,2,0,16,0,1,7,0,0,2,2,0,0,4,0,6
TSPAN2,4,8,0,9,1,0,0,0,0,0,2,1,0,1,1
NGF,13,0,1,2,0,1,7,0,0,2,0,0,3,0,0
TMEM9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
LOC114599410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFN1,0,0,19,0,1,49,0,0,37,0,0,6,0,0,49
PKP1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TNNT2,610,0,0,423,0,0,525,0,1,404,0,0,494,0,0
LOC114599414,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0
LAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNNI1,0,0,8,0,0,9,0,0,6,0,0,5,0,0,7
PHLDA3,0,10,12,9,0,0,2,0,5,0,0,3,0,0,0
CSRP1,10,1,2,6,2,1,4,1,0,3,0,2,5,0,1
LOC114599417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R12B,322,1,94,435,13,157,412,5,98,241,31,117,224,4,112
SYT2,0,0,0,0,7,0,0,8,0,0,0,0,0,5,0
NAV1,2,1,6,10,3,14,5,2,2,5,0,9,3,3,16
RNPEP,0,2,1,0,1,2,0,2,1,1,0,0,0,2,1
ELF3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GPR37L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL8A,121,188,60,444,91,76,245,100,53,259,45,36,272,66,72
LOC114599426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599433,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0
LRIF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPT1,34,78,78,54,25,43,44,24,57,52,70,21,39,26,58
DENND2D,0,10,0,2,1,0,0,7,1,0,1,0,0,1,0
MYBPH,0,0,0,0,0,18,0,0,2,0,0,0,0,0,1
LOC114599442,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0
MYOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPFIA4,1,1,0,6,1,5,5,0,2,1,0,0,3,1,3
TMEM183A,4,1,4,1,0,1,0,0,1,1,1,0,0,3,0
LOC114599446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMM17A,12,2,20,7,0,2,3,1,3,5,2,8,3,1,3
LMOD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHISA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL12,0,2,0,1,0,1,0,0,2,4,1,0,2,5,0
RABIF,2,6,7,12,2,2,7,1,1,2,3,3,7,2,1
LOC114599454,96,15,25,133,41,27,54,41,28,71,49,46,77,27,27
KDM5B,36,175,33,124,81,70,100,67,40,73,83,26,72,78,56
IPO9,47,143,24,119,37,38,52,20,19,66,17,25,36,21,30
LZTR1,14,44,1,26,14,5,15,6,4,6,13,1,26,5,5
MMP24,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0
EIF6,4,2,5,3,1,2,2,1,4,2,2,2,4,1,2
FAM83C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEP250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC114599463,6,3,0,6,4,1,4,2,1,2,7,2,1,5,1
GDF5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ERGIC3,15,18,2,9,10,4,1,13,7,12,9,1,13,9,3
LOC114599466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599469,61,402,124,199,87,33,111,89,40,106,25,48,142,102,81
LOC114599931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFS1,22,45,31,43,11,5,17,21,8,16,19,10,16,12,9
ROMO1,6,0,2,3,7,0,7,5,0,2,11,2,2,3,2
RBM39,473,952,301,449,995,155,483,664,194,417,1287,101,455,467,171
LOC114599473,1,16,4,3,4,6,1,1,6,1,2,0,1,3,4
PHF20,32,81,54,68,42,36,40,20,38,32,29,14,54,17,23
SLA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDRG3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
RALGAPB,71,54,18,39,60,28,47,23,11,47,71,11,42,20,8
LOC114599481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD6,36,52,16,92,69,2,71,56,18,53,87,22,38,40,22
RBL1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
LOC114599482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLDC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA1,0,8,0,2,0,1,0,0,0,3,0,0,0,0,0
ACSS2,74,29,17,231,14,25,125,29,14,127,22,11,141,4,20
GSS,0,2,2,2,1,0,2,2,1,0,0,0,1,1,1
LOC114599489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599490,2987,0,270,9045,1,524,9211,0,260,6960,0,267,7351,1,594
TRPC4AP,32,95,132,76,47,118,60,27,106,42,23,53,41,28,75
LOC114599493,4,4,2,3,3,2,2,4,2,1,3,1,1,1,2
LOC114599933,8,0,0,161,0,12,75,0,3,71,0,2,68,0,7
LOC114599494,0,0,0,8,0,1,0,0,0,3,0,0,1,0,1
TOX2,26,8,1,30,4,1,14,7,6,13,5,10,14,2,2
LOC114598368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNTA1,3,4,40,12,2,11,10,0,20,10,0,13,8,0,33
CBFA2T2,0,2,0,3,0,1,1,0,2,2,0,2,0,0,0
LOC114598369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NECAB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PXMP4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
ZNF341,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CHMP4B,203,188,258,248,58,166,127,56,150,157,100,89,143,70,133
LOC114598370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RALY,11,0,11,19,0,4,3,0,1,9,0,3,2,0,2
EIF2S2,1426,517,1184,1435,422,907,1127,378,922,690,870,555,679,438,763
ASIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHCY,0,65,3,0,19,2,0,26,2,0,30,0,1,15,1
ITCH,7,86,50,45,18,28,12,14,25,13,5,18,14,14,20
DYNLRB1,1,2,2,0,1,1,2,2,0,0,1,1,2,1,1
MAP1LC3A,61,46,305,73,56,217,91,35,132,84,65,132,89,51,72
PIGU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53INP2,13,4,165,47,0,50,22,0,44,51,4,57,56,3,36
NCOA6,7,15,25,32,11,11,13,3,8,9,5,8,5,5,4
GGT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB5IF,52,71,63,34,32,55,29,30,54,32,56,35,35,44,30
MYL9,14,1,0,23,1,0,10,0,1,9,0,1,10,0,0
TGIF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLGAP4,113,128,266,236,45,117,187,61,74,167,50,81,152,32,80
LOC114599527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAR2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
EPB41L1,10,74,8,30,93,9,19,54,8,26,67,2,23,63,4
SRSF6,332,515,370,290,350,180,311,317,170,313,559,179,276,193,155
L3MBTL1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SGK2,3,68,0,9,45,0,1,26,0,4,16,0,7,39,0
IFT52,1,1,0,1,1,1,1,3,0,1,5,1,3,2,1
LOC114599536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPRT,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
SLC32A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP40,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
LOC114599545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR5,0,8,0,0,1,0,2,1,1,1,2,1,0,0,0
PPP1R16B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOC114599548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM83D,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
DHX35,2,9,16,25,15,10,10,11,6,4,7,5,1,8,9
LOC114599551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFB,2,16,8,4,4,3,0,4,1,4,1,6,3,3,2
TOP1,63,144,202,148,72,101,105,38,92,89,71,107,66,63,104
PLCG1,2,0,0,7,3,0,1,0,0,0,0,2,1,0,4
ZHX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPIN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMILIN3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
RPN2,27,13,12,37,31,28,34,34,18,31,39,19,11,30,8
GHRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANBAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SRC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BLCAP,2,0,0,1,0,1,1,0,2,2,0,0,1,0,0
PIGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBNDD2,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1
TP53TG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDC4,0,2,1,0,1,1,0,1,1,0,1,1,0,0,0
RBPJL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK4,1,3,8,13,0,1,1,0,0,9,4,1,4,2,1
TOMM34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PABPC1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YWHAB,118,211,53,99,144,16,62,145,16,78,196,16,66,123,16
LOC114599578,22,12,13,8,10,10,8,10,9,16,24,14,20,8,7
RIMS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNK15,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
LOC114599582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERINC3,0,14,0,0,3,0,5,6,0,0,6,0,2,2,0
TTPAL,2,45,3,2,3,1,0,0,1,2,2,0,0,5,1
HNF4A,0,62,0,0,11,0,0,13,0,0,2,0,0,8,0
LOC114599591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R3HDML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FITM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDAP1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599597,18,2,20,2,6,15,7,3,33,5,3,9,8,3,3
OSER1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JPH2,2,0,183,58,0,134,19,0,83,15,0,68,13,0,126
LOC114599600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCSTAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC13A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53RK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EYA2,46,0,4,25,0,3,9,0,2,17,0,7,7,0,18
ZMYND8,110,175,44,272,79,66,186,83,42,136,48,19,115,46,64
LOC114599607,14,82,4,40,25,40,19,13,27,21,23,12,17,11,13
NCOA3,0,4,2,7,0,2,3,1,1,4,0,0,4,0,0
LOC114599609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599610,51,164,22,121,50,26,44,53,16,53,51,21,38,19,28
LOC114599611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599612,18,1,28,26,2,9,18,0,15,7,0,23,13,1,7
ARFGEF2,2,49,5,12,14,9,6,11,0,10,12,3,3,5,2
CSE1L,122,146,178,154,51,75,55,36,40,81,92,34,89,56,57
STAU1,5174,4933,11193,8617,3706,7991,4662,3202,4658,4511,5919,4740,3833,3012,6348
LOC114599617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTGIS,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
B4GALT5,12,275,110,64,40,42,35,49,33,36,63,38,29,159,39
SLC9A8,4,6,17,13,1,8,4,4,12,5,8,8,6,3,3
LOC114599992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,2
RNF114,5,2,4,7,9,8,5,1,3,9,1,6,5,4,6
SNAI1,5,0,0,17,0,1,8,9,2,5,10,7,6,12,5
LOC114599629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599633,413,280,719,689,126,417,399,103,329,454,250,311,451,148,543
LOC114599632,34,299,43,79,132,64,54,161,44,70,228,57,48,167,50
LOC114599631,15,66,79,12,106,69,16,157,78,27,156,64,35,476,153
LOC114599635,31,172,121,2,21,14,3,31,10,3,29,10,9,92,31
PTPN1,11,32,4,19,17,8,4,9,2,5,22,5,12,14,3
LOC114599638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPOR3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
PARD6B,0,5,0,16,10,0,3,4,0,11,3,0,0,2,0
BCAS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADNP,196,244,178,283,174,109,191,112,108,182,213,71,174,103,137
DPM1,15,8,7,15,5,3,15,4,1,18,7,3,13,6,4
MOCS3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
KCNG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFATC2,1,5,0,4,0,3,0,2,4,1,0,1,2,0,1
ATP9A,7,17,0,158,21,0,49,10,2,98,13,0,20,15,0
SALL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFP64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSHZ2,2,44,0,7,9,0,2,1,0,2,2,0,2,2,1
LOC114599651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF217,17,22,0,28,8,1,13,4,1,4,3,1,7,4,2
BCAS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599654,2,0,1,2,0,0,1,0,0,3,0,0,1,0,0
PFDN4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK5,0,0,25,6,0,19,1,0,19,0,0,9,2,0,29
CBLN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM210B,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0
AURKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSTF1,2,2,5,5,3,4,4,4,7,4,5,5,6,7,8
CASS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTF2,1,0,1,1,1,1,0,1,2,0,0,1,1,1,2
GCNT7,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0
TFAP2C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC114598379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMP7,1,0,0,11,0,0,2,0,1,6,0,1,7,0,1
SPO11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAE1,66,113,140,77,37,80,67,32,97,62,61,56,68,35,65
LOC114599671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM38,10,0,0,32,0,0,13,1,0,9,0,0,18,0,0
CTCFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCK1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PMEPA1,10,2,19,35,3,20,26,2,13,19,1,8,26,4,7
LOC114599677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599679,0,5,0,0,0,1,0,1,0,0,0,1,0,0,1
RAB22A,8,0,23,11,7,2,10,8,6,20,3,5,4,9,2
VAPB,96,387,465,436,101,114,191,87,118,184,99,88,144,92,151
APCDD1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STX16,7,145,31,19,10,22,17,17,12,22,10,12,25,14,19
NPEPL1,8,17,17,28,8,7,23,10,8,7,13,9,12,5,11
LOC114599942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599686,6,29,18,21,7,13,11,7,4,11,4,8,6,11,14
GNAS,218,309,247,351,164,122,189,175,140,213,128,101,203,200,157
NELFCD,1,0,2,3,1,2,0,2,3,0,2,2,0,0,0
LOC114599688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599690,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TUBB1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP5F1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRELID3B,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
LOC114599693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599696,23,4,2,10,5,9,16,12,8,7,23,7,7,7,5
LOC114599976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHACTR3,27,2,0,38,0,0,55,0,0,10,0,0,20,1,3
LOC114599701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LOC114599702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM217B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R3D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF4,33,69,41,82,60,24,36,58,11,51,61,17,30,43,32
LOC114599709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSM14B,18,39,29,62,14,32,37,35,29,42,11,17,35,14,18
PSMA7,639,190,148,225,195,161,229,149,218,201,257,78,193,161,67
SS18L1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
LOC114599714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSBPL2,9,16,0,17,3,7,6,2,6,9,8,4,7,3,5
ADRM1,17,44,68,23,19,42,8,10,64,4,19,18,12,4,19
LOC114599720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600004,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS21,6,3,1,3,6,2,10,1,4,2,2,2,2,3,1
LOC114599723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CABLES2,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0
RBBP8NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GATA5,9,0,0,6,0,0,2,0,0,1,0,0,4,0,0
SLCO4A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRGBP,0,1,0,3,3,3,3,1,1,8,0,1,7,2,4
OGFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL9A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCFL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIDO1,9,2,1,11,9,4,12,10,12,8,8,1,14,5,2
LOC114599734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GID8,7,10,1,12,8,11,7,6,5,1,11,5,5,3,3
LOC114599733,4,1,1,3,1,2,1,0,2,0,0,1,0,0,1
LOC114599735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC17A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHLHE23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YTHDF1,88,110,261,135,55,219,76,69,166,78,61,110,117,54,119
BIRC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKAIN4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ARFGAP1,3,14,5,9,3,14,6,3,2,4,6,8,2,0,5
LOC114599746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL20A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1A2,9669,0,5921,6546,0,8201,6129,0,4502,3900,0,4344,5609,0,7225
PPDPF,4021,764,6305,2189,1332,5730,2337,1511,6169,2536,2738,5892,2591,1120,6001
LOC114599754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCMTD2,1,6,9,8,1,2,0,0,2,1,0,1,2,0,1
MYT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPBWR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKAAEAR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS19,2,0,7,4,0,1,1,0,0,2,4,1,0,2,1
TCEA2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
LOC114599988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX18,2,0,2,17,2,4,6,4,2,1,4,4,11,1,9
PRPF6,10,12,15,8,3,5,3,4,11,6,3,2,2,6,3
SAMD10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
